
Epoch 0, 25%	 Loss : 1.6296e-04	 RES : 2.6754e-05	 MSE : 3.9593e-04	 REL : 9.7323e-01
Learning Rate : 0.01
Epoch 87, 25%	 Loss : 4.5202e-05	 RES : 1.6483e-06	 MSE : 2.1512e-04	 REL : 7.1736e-01
Epoch 87, 50%	 Loss : 4.2269e-05	 RES : 1.5118e-06	 MSE : 1.7897e-04	 REL : 6.9832e-01
Epoch 87, 75%	 Loss : 4.7015e-05	 RES : 1.8606e-06	 MSE : 2.4242e-04	 REL : 7.2479e-01
Training Epoch 87 :	 Loss : 4.6397e-05 	 RES : 1.8060e-06	 MSE : 2.2641e-04	 REL : 7.1834e-01
Validation Epoch 87 :	 Loss : 4.6296e-05	 RES : 1.7597e-06	 MSE : 2.2181e-04	 REL : 7.1022e-01
Training Epoch 87 finished,took current epoch 46.22s,cumulative time 3999.16s
Learning Rate : 0.01
Epoch 88, 25%	 Loss : 4.5298e-05	 RES : 1.7288e-06	 MSE : 2.1908e-04	 REL : 7.2394e-01
Epoch 88, 50%	 Loss : 4.2267e-05	 RES : 1.5073e-06	 MSE : 1.7933e-04	 REL : 6.9901e-01
Epoch 88, 75%	 Loss : 4.6883e-05	 RES : 1.7923e-06	 MSE : 2.3966e-04	 REL : 7.2066e-01
Training Epoch 88 :	 Loss : 4.6408e-05 	 RES : 1.8111e-06	 MSE : 2.2625e-04	 REL : 7.1812e-01
Validation Epoch 88 :	 Loss : 4.6207e-05	 RES : 1.7142e-06	 MSE : 2.2189e-04	 REL : 7.1031e-01
Training Epoch 88 finished,took current epoch 46.44s,cumulative time 4045.55s
Learning Rate : 0.01
Epoch 89, 25%	 Loss : 4.5265e-05	 RES : 1.6655e-06	 MSE : 2.1580e-04	 REL : 7.1850e-01
Epoch 89, 50%	 Loss : 4.2303e-05	 RES : 1.5020e-06	 MSE : 1.7870e-04	 REL : 6.9778e-01
Epoch 89, 75%	 Loss : 4.6889e-05	 RES : 1.8024e-06	 MSE : 2.4003e-04	 REL : 7.2120e-01
Training Epoch 89 :	 Loss : 4.6364e-05 	 RES : 1.7949e-06	 MSE : 2.2641e-04	 REL : 7.1838e-01
Validation Epoch 89 :	 Loss : 4.6183e-05	 RES : 1.7164e-06	 MSE : 2.2149e-04	 REL : 7.0970e-01
Training Epoch 89 finished,took current epoch 46.42s,cumulative time 4091.94s
Learning Rate : 0.01
Epoch 90, 25%	 Loss : 4.5266e-05	 RES : 1.7245e-06	 MSE : 2.1901e-04	 REL : 7.2382e-01
Epoch 90, 50%	 Loss : 4.2436e-05	 RES : 1.5276e-06	 MSE : 1.7851e-04	 REL : 6.9741e-01
Epoch 90, 75%	 Loss : 4.6958e-05	 RES : 1.8385e-06	 MSE : 2.4170e-04	 REL : 7.2371e-01
Training Epoch 90 :	 Loss : 4.6401e-05 	 RES : 1.8099e-06	 MSE : 2.2616e-04	 REL : 7.1796e-01
Validation Epoch 90 :	 Loss : 4.6138e-05	 RES : 1.7060e-06	 MSE : 2.2139e-04	 REL : 7.0954e-01
Training Epoch 90 finished,took current epoch 46.57s,cumulative time 4138.41s
MODEL SAVED
Learning Rate : 0.01
Epoch 91, 25%	 Loss : 4.5462e-05	 RES : 1.8178e-06	 MSE : 2.1785e-04	 REL : 7.2191e-01
Epoch 91, 50%	 Loss : 4.2472e-05	 RES : 1.5364e-06	 MSE : 1.7826e-04	 REL : 6.9693e-01
Epoch 91, 75%	 Loss : 4.7126e-05	 RES : 1.9225e-06	 MSE : 2.4352e-04	 REL : 7.2643e-01
Training Epoch 91 :	 Loss : 4.6350e-05 	 RES : 1.7890e-06	 MSE : 2.2573e-04	 REL : 7.1730e-01
Validation Epoch 91 :	 Loss : 4.6142e-05	 RES : 1.7039e-06	 MSE : 2.2158e-04	 REL : 7.0982e-01
Training Epoch 91 finished,took current epoch 46.89s,cumulative time 4185.26s
MODEL SAVED
Learning Rate : 0.01
Epoch 92, 25%	 Loss : 4.5073e-05	 RES : 1.6102e-06	 MSE : 2.1304e-04	 REL : 7.1390e-01
Epoch 92, 50%	 Loss : 4.2238e-05	 RES : 1.5008e-06	 MSE : 1.7856e-04	 REL : 6.9752e-01
Epoch 92, 75%	 Loss : 4.6928e-05	 RES : 1.8156e-06	 MSE : 2.4083e-04	 REL : 7.2241e-01
Training Epoch 92 :	 Loss : 4.6382e-05 	 RES : 1.8012e-06	 MSE : 2.2579e-04	 REL : 7.1741e-01
Validation Epoch 92 :	 Loss : 4.6220e-05	 RES : 1.7281e-06	 MSE : 2.2111e-04	 REL : 7.0909e-01
Training Epoch 92 finished,took current epoch 46.98s,cumulative time 4232.18s
Learning Rate : 0.01
Epoch 93, 25%	 Loss : 4.5092e-05	 RES : 1.6094e-06	 MSE : 2.1426e-04	 REL : 7.1594e-01
Epoch 93, 50%	 Loss : 4.2219e-05	 RES : 1.4908e-06	 MSE : 1.7868e-04	 REL : 6.9773e-01
Epoch 93, 75%	 Loss : 4.6948e-05	 RES : 1.8358e-06	 MSE : 2.4155e-04	 REL : 7.2348e-01
Training Epoch 93 :	 Loss : 4.6358e-05 	 RES : 1.7929e-06	 MSE : 2.2578e-04	 REL : 7.1736e-01
Validation Epoch 93 :	 Loss : 4.6402e-05	 RES : 1.8042e-06	 MSE : 2.2126e-04	 REL : 7.0934e-01
Training Epoch 93 finished,took current epoch 45.79s,cumulative time 4277.95s
Learning Rate : 0.01
Epoch 94, 25%	 Loss : 4.5086e-05	 RES : 1.6098e-06	 MSE : 2.1413e-04	 REL : 7.1571e-01
Epoch 94, 50%	 Loss : 4.2328e-05	 RES : 1.4930e-06	 MSE : 1.7862e-04	 REL : 6.9762e-01
Epoch 94, 75%	 Loss : 4.7033e-05	 RES : 1.8788e-06	 MSE : 2.4281e-04	 REL : 7.2537e-01
Training Epoch 94 :	 Loss : 4.6360e-05 	 RES : 1.7946e-06	 MSE : 2.2590e-04	 REL : 7.1754e-01
Validation Epoch 94 :	 Loss : 4.6177e-05	 RES : 1.7135e-06	 MSE : 2.2110e-04	 REL : 7.0906e-01
Training Epoch 94 finished,took current epoch 46.15s,cumulative time 4324.08s
Learning Rate : 0.01
Epoch 95, 25%	 Loss : 4.5080e-05	 RES : 1.6033e-06	 MSE : 2.1354e-04	 REL : 7.1473e-01
Epoch 95, 50%	 Loss : 4.2261e-05	 RES : 1.4927e-06	 MSE : 1.7896e-04	 REL : 6.9829e-01
Epoch 95, 75%	 Loss : 4.6863e-05	 RES : 1.7902e-06	 MSE : 2.3969e-04	 REL : 7.2070e-01
Training Epoch 95 :	 Loss : 4.6360e-05 	 RES : 1.7946e-06	 MSE : 2.2572e-04	 REL : 7.1729e-01
Validation Epoch 95 :	 Loss : 4.6112e-05	 RES : 1.6978e-06	 MSE : 2.2124e-04	 REL : 7.0928e-01
Training Epoch 95 finished,took current epoch 46.38s,cumulative time 4370.35s
MODEL SAVED
Learning Rate : 0.01
Epoch 96, 25%	 Loss : 4.5433e-05	 RES : 1.8134e-06	 MSE : 2.1826e-04	 REL : 7.2258e-01
Epoch 96, 50%	 Loss : 4.2339e-05	 RES : 1.5001e-06	 MSE : 1.7836e-04	 REL : 6.9712e-01
Epoch 96, 75%	 Loss : 4.6869e-05	 RES : 1.7953e-06	 MSE : 2.4003e-04	 REL : 7.2120e-01
Training Epoch 96 :	 Loss : 4.6362e-05 	 RES : 1.7949e-06	 MSE : 2.2564e-04	 REL : 7.1716e-01
Validation Epoch 96 :	 Loss : 4.6963e-05	 RES : 2.1405e-06	 MSE : 2.2222e-04	 REL : 7.1092e-01
Training Epoch 96 finished,took current epoch 46.08s,cumulative time 4416.37s
Learning Rate : 0.01
Epoch 97, 25%	 Loss : 4.5098e-05	 RES : 1.6032e-06	 MSE : 2.1340e-04	 REL : 7.1449e-01
Epoch 97, 50%	 Loss : 4.3435e-05	 RES : 1.9218e-06	 MSE : 1.7836e-04	 REL : 6.9711e-01
Epoch 97, 75%	 Loss : 4.6867e-05	 RES : 1.8023e-06	 MSE : 2.4070e-04	 REL : 7.2221e-01
Training Epoch 97 :	 Loss : 4.6313e-05 	 RES : 1.7764e-06	 MSE : 2.2550e-04	 REL : 7.1693e-01
Validation Epoch 97 :	 Loss : 4.6142e-05	 RES : 1.7016e-06	 MSE : 2.2153e-04	 REL : 7.0974e-01
Training Epoch 97 finished,took current epoch 46.57s,cumulative time 4462.89s
Learning Rate : 0.01
Epoch 98, 25%	 Loss : 4.5086e-05	 RES : 1.5996e-06	 MSE : 2.1241e-04	 REL : 7.1284e-01
Epoch 98, 50%	 Loss : 4.2679e-05	 RES : 1.8023e-06	 MSE : 1.8282e-04	 REL : 7.0578e-01
Epoch 98, 75%	 Loss : 4.7004e-05	 RES : 1.8696e-06	 MSE : 2.4324e-04	 REL : 7.2602e-01
Training Epoch 98 :	 Loss : 4.6344e-05 	 RES : 1.7886e-06	 MSE : 2.2555e-04	 REL : 7.1701e-01
Validation Epoch 98 :	 Loss : 4.6389e-05	 RES : 1.7905e-06	 MSE : 2.2107e-04	 REL : 7.0903e-01
Training Epoch 98 finished,took current epoch 47.25s,cumulative time 4510.09s
Learning Rate : 0.01
Epoch 99, 25%	 Loss : 4.5134e-05	 RES : 1.6228e-06	 MSE : 2.1113e-04	 REL : 7.1069e-01
Epoch 99, 50%	 Loss : 4.2243e-05	 RES : 1.4864e-06	 MSE : 1.7866e-04	 REL : 6.9770e-01
Epoch 99, 75%	 Loss : 4.7047e-05	 RES : 1.8987e-06	 MSE : 2.4351e-04	 REL : 7.2641e-01
Training Epoch 99 :	 Loss : 4.6335e-05 	 RES : 1.7857e-06	 MSE : 2.2552e-04	 REL : 7.1696e-01
Validation Epoch 99 :	 Loss : 4.6544e-05	 RES : 1.8409e-06	 MSE : 2.2129e-04	 REL : 7.0940e-01
Training Epoch 99 finished,took current epoch 48.03s,cumulative time 4558.07s
Learning Rate : 0.01
Epoch 100, 25%	 Loss : 4.5119e-05	 RES : 1.6157e-06	 MSE : 2.1097e-04	 REL : 7.1042e-01
Epoch 100, 50%	 Loss : 4.2243e-05	 RES : 1.4970e-06	 MSE : 1.7902e-04	 REL : 6.9841e-01
Epoch 100, 75%	 Loss : 4.6856e-05	 RES : 1.7931e-06	 MSE : 2.4005e-04	 REL : 7.2124e-01
Training Epoch 100 :	 Loss : 4.6340e-05 	 RES : 1.7875e-06	 MSE : 2.2548e-04	 REL : 7.1692e-01
Validation Epoch 100 :	 Loss : 4.6139e-05	 RES : 1.7007e-06	 MSE : 2.2090e-04	 REL : 7.0874e-01
Training Epoch 100 finished,took current epoch 47.21s,cumulative time 4605.24s
Learning Rate : 0.01
Epoch 101, 25%	 Loss : 4.5072e-05	 RES : 1.5980e-06	 MSE : 2.1107e-04	 REL : 7.1058e-01
Epoch 101, 50%	 Loss : 4.2182e-05	 RES : 1.4830e-06	 MSE : 1.7829e-04	 REL : 6.9699e-01
Epoch 101, 75%	 Loss : 4.6934e-05	 RES : 1.8363e-06	 MSE : 2.4236e-04	 REL : 7.2470e-01
Training Epoch 101 :	 Loss : 4.6315e-05 	 RES : 1.7798e-06	 MSE : 2.2520e-04	 REL : 7.1645e-01
Validation Epoch 101 :	 Loss : 4.6430e-05	 RES : 1.8101e-06	 MSE : 2.2106e-04	 REL : 7.0902e-01
Training Epoch 101 finished,took current epoch 46.56s,cumulative time 4651.77s
Learning Rate : 0.01
Epoch 102, 25%	 Loss : 4.5133e-05	 RES : 1.6173e-06	 MSE : 2.1110e-04	 REL : 7.1063e-01
Epoch 102, 50%	 Loss : 4.2217e-05	 RES : 1.5167e-06	 MSE : 1.7923e-04	 REL : 6.9881e-01
Epoch 102, 75%	 Loss : 4.6813e-05	 RES : 1.7797e-06	 MSE : 2.3944e-04	 REL : 7.2032e-01
Training Epoch 102 :	 Loss : 4.6313e-05 	 RES : 1.7818e-06	 MSE : 2.2524e-04	 REL : 7.1651e-01
Validation Epoch 102 :	 Loss : 4.6121e-05	 RES : 1.6953e-06	 MSE : 2.2120e-04	 REL : 7.0920e-01
Training Epoch 102 finished,took current epoch 47.88s,cumulative time 4699.58s
MODEL SAVED
Learning Rate : 0.01
Epoch 103, 25%	 Loss : 4.5142e-05	 RES : 1.6236e-06	 MSE : 2.1017e-04	 REL : 7.0907e-01
Epoch 103, 50%	 Loss : 4.2209e-05	 RES : 1.5258e-06	 MSE : 1.8003e-04	 REL : 7.0037e-01
Epoch 103, 75%	 Loss : 4.7155e-05	 RES : 1.9521e-06	 MSE : 2.4481e-04	 REL : 7.2835e-01
Training Epoch 103 :	 Loss : 4.6307e-05 	 RES : 1.7803e-06	 MSE : 2.2511e-04	 REL : 7.1631e-01
Validation Epoch 103 :	 Loss : 4.6095e-05	 RES : 1.6946e-06	 MSE : 2.2085e-04	 REL : 7.0865e-01
Training Epoch 103 finished,took current epoch 48.61s,cumulative time 4748.14s
MODEL SAVED
Learning Rate : 0.01
Epoch 104, 25%	 Loss : 4.5096e-05	 RES : 1.6161e-06	 MSE : 2.0979e-04	 REL : 7.0843e-01
Epoch 104, 50%	 Loss : 4.2325e-05	 RES : 1.6238e-06	 MSE : 1.8117e-04	 REL : 7.0258e-01
Epoch 104, 75%	 Loss : 4.6818e-05	 RES : 1.7889e-06	 MSE : 2.3963e-04	 REL : 7.2061e-01
Training Epoch 104 :	 Loss : 4.6299e-05 	 RES : 1.7779e-06	 MSE : 2.2504e-04	 REL : 7.1621e-01
Validation Epoch 104 :	 Loss : 4.6104e-05	 RES : 1.6952e-06	 MSE : 2.2082e-04	 REL : 7.0860e-01
Training Epoch 104 finished,took current epoch 46.40s,cumulative time 4794.49s
Learning Rate : 0.01
Epoch 105, 25%	 Loss : 4.5190e-05	 RES : 1.6940e-06	 MSE : 2.1422e-04	 REL : 7.1586e-01
Epoch 105, 50%	 Loss : 4.2213e-05	 RES : 1.5049e-06	 MSE : 1.7926e-04	 REL : 6.9888e-01
Epoch 105, 75%	 Loss : 4.6822e-05	 RES : 1.7885e-06	 MSE : 2.3953e-04	 REL : 7.2046e-01
Training Epoch 105 :	 Loss : 4.6292e-05 	 RES : 1.7757e-06	 MSE : 2.2483e-04	 REL : 7.1586e-01
Validation Epoch 105 :	 Loss : 4.6100e-05	 RES : 1.6924e-06	 MSE : 2.2086e-04	 REL : 7.0865e-01
Training Epoch 105 finished,took current epoch 48.15s,cumulative time 4842.55s
MODEL SAVED
Learning Rate : 0.01
Epoch 106, 25%	 Loss : 4.5079e-05	 RES : 1.6307e-06	 MSE : 2.1269e-04	 REL : 7.1330e-01
Epoch 106, 50%	 Loss : 4.2167e-05	 RES : 1.4987e-06	 MSE : 1.7889e-04	 REL : 6.9815e-01
Epoch 106, 75%	 Loss : 4.6907e-05	 RES : 1.8524e-06	 MSE : 2.4235e-04	 REL : 7.2469e-01
Training Epoch 106 :	 Loss : 4.6286e-05 	 RES : 1.7740e-06	 MSE : 2.2485e-04	 REL : 7.1590e-01
Validation Epoch 106 :	 Loss : 4.6088e-05	 RES : 1.6867e-06	 MSE : 2.2118e-04	 REL : 7.0916e-01
Training Epoch 106 finished,took current epoch 46.34s,cumulative time 4888.84s
MODEL SAVED
Learning Rate : 0.01
Epoch 107, 25%	 Loss : 4.5004e-05	 RES : 1.5835e-06	 MSE : 2.1033e-04	 REL : 7.0933e-01
Epoch 107, 50%	 Loss : 4.2178e-05	 RES : 1.5079e-06	 MSE : 1.7876e-04	 REL : 6.9789e-01
Epoch 107, 75%	 Loss : 4.6818e-05	 RES : 1.7985e-06	 MSE : 2.4030e-04	 REL : 7.2162e-01
Training Epoch 107 :	 Loss : 4.6291e-05 	 RES : 1.7752e-06	 MSE : 2.2479e-04	 REL : 7.1581e-01
Validation Epoch 107 :	 Loss : 4.6224e-05	 RES : 1.7561e-06	 MSE : 2.2060e-04	 REL : 7.0825e-01
Training Epoch 107 finished,took current epoch 46.65s,cumulative time 4935.43s
Learning Rate : 0.01
Epoch 108, 25%	 Loss : 4.5012e-05	 RES : 1.5844e-06	 MSE : 2.0981e-04	 REL : 7.0845e-01
Epoch 108, 50%	 Loss : 4.3411e-05	 RES : 2.2466e-06	 MSE : 1.8766e-04	 REL : 7.1506e-01
Epoch 108, 75%	 Loss : 4.6824e-05	 RES : 1.8073e-06	 MSE : 2.4059e-04	 REL : 7.2204e-01
Training Epoch 108 :	 Loss : 4.6267e-05 	 RES : 1.7677e-06	 MSE : 2.2469e-04	 REL : 7.1567e-01
Validation Epoch 108 :	 Loss : 4.6147e-05	 RES : 1.7002e-06	 MSE : 2.2096e-04	 REL : 7.0881e-01
Training Epoch 108 finished,took current epoch 45.52s,cumulative time 4980.90s
Learning Rate : 0.01
Epoch 109, 25%	 Loss : 4.5151e-05	 RES : 1.6789e-06	 MSE : 2.1343e-04	 REL : 7.1454e-01
Epoch 109, 50%	 Loss : 4.2194e-05	 RES : 1.5068e-06	 MSE : 1.7898e-04	 REL : 6.9833e-01
Epoch 109, 75%	 Loss : 4.6812e-05	 RES : 1.7886e-06	 MSE : 2.3952e-04	 REL : 7.2045e-01
Training Epoch 109 :	 Loss : 4.6272e-05 	 RES : 1.7700e-06	 MSE : 2.2463e-04	 REL : 7.1556e-01
Validation Epoch 109 :	 Loss : 4.6081e-05	 RES : 1.6818e-06	 MSE : 2.2104e-04	 REL : 7.0894e-01
Training Epoch 109 finished,took current epoch 45.67s,cumulative time 5026.53s
MODEL SAVED
Learning Rate : 0.01
Epoch 110, 25%	 Loss : 4.4988e-05	 RES : 1.5792e-06	 MSE : 2.0979e-04	 REL : 7.0842e-01
Epoch 110, 50%	 Loss : 4.2164e-05	 RES : 1.4977e-06	 MSE : 1.7845e-04	 REL : 6.9730e-01
Epoch 110, 75%	 Loss : 4.6808e-05	 RES : 1.8001e-06	 MSE : 2.4012e-04	 REL : 7.2134e-01
Training Epoch 110 :	 Loss : 4.6268e-05 	 RES : 1.7676e-06	 MSE : 2.2457e-04	 REL : 7.1547e-01
Validation Epoch 110 :	 Loss : 4.6074e-05	 RES : 1.6793e-06	 MSE : 2.2135e-04	 REL : 7.0944e-01
Training Epoch 110 finished,took current epoch 46.04s,cumulative time 5072.47s
MODEL SAVED
Learning Rate : 0.01
Epoch 111, 25%	 Loss : 4.4999e-05	 RES : 1.5889e-06	 MSE : 2.1011e-04	 REL : 7.0896e-01
Epoch 111, 50%	 Loss : 4.2381e-05	 RES : 1.6697e-06	 MSE : 1.8111e-04	 REL : 7.0247e-01
Epoch 111, 75%	 Loss : 4.6923e-05	 RES : 1.8746e-06	 MSE : 2.4263e-04	 REL : 7.2511e-01
Training Epoch 111 :	 Loss : 4.6266e-05 	 RES : 1.7672e-06	 MSE : 2.2456e-04	 REL : 7.1543e-01
Validation Epoch 111 :	 Loss : 4.6073e-05	 RES : 1.6778e-06	 MSE : 2.2136e-04	 REL : 7.0945e-01
Training Epoch 111 finished,took current epoch 46.64s,cumulative time 5118.99s
MODEL SAVED
Learning Rate : 0.01
Epoch 112, 25%	 Loss : 4.4986e-05	 RES : 1.5772e-06	 MSE : 2.0950e-04	 REL : 7.0793e-01
Epoch 112, 50%	 Loss : 4.2208e-05	 RES : 1.5519e-06	 MSE : 1.7979e-04	 REL : 6.9990e-01
Epoch 112, 75%	 Loss : 4.6802e-05	 RES : 1.7841e-06	 MSE : 2.3891e-04	 REL : 7.1953e-01
Training Epoch 112 :	 Loss : 4.6257e-05 	 RES : 1.7641e-06	 MSE : 2.2438e-04	 REL : 7.1516e-01
Validation Epoch 112 :	 Loss : 4.6063e-05	 RES : 1.6771e-06	 MSE : 2.2134e-04	 REL : 7.0942e-01
Training Epoch 112 finished,took current epoch 45.65s,cumulative time 5164.54s
MODEL SAVED
Learning Rate : 0.01
Epoch 113, 25%	 Loss : 4.4980e-05	 RES : 1.5769e-06	 MSE : 2.0927e-04	 REL : 7.0755e-01
Epoch 113, 50%	 Loss : 4.2260e-05	 RES : 1.5946e-06	 MSE : 1.8034e-04	 REL : 7.0098e-01
Epoch 113, 75%	 Loss : 4.6791e-05	 RES : 1.7812e-06	 MSE : 2.3889e-04	 REL : 7.1950e-01
Training Epoch 113 :	 Loss : 4.6256e-05 	 RES : 1.7643e-06	 MSE : 2.2433e-04	 REL : 7.1509e-01
Validation Epoch 113 :	 Loss : 4.6074e-05	 RES : 1.6797e-06	 MSE : 2.2158e-04	 REL : 7.0979e-01
Training Epoch 113 finished,took current epoch 46.22s,cumulative time 5210.69s
Learning Rate : 0.01
Epoch 114, 25%	 Loss : 4.4976e-05	 RES : 1.5750e-06	 MSE : 2.0966e-04	 REL : 7.0821e-01
Epoch 114, 50%	 Loss : 4.2127e-05	 RES : 1.4836e-06	 MSE : 1.7838e-04	 REL : 6.9715e-01
Epoch 114, 75%	 Loss : 4.6829e-05	 RES : 1.8210e-06	 MSE : 2.4093e-04	 REL : 7.2255e-01
Training Epoch 114 :	 Loss : 4.6251e-05 	 RES : 1.7616e-06	 MSE : 2.2437e-04	 REL : 7.1514e-01
Validation Epoch 114 :	 Loss : 4.6062e-05	 RES : 1.6742e-06	 MSE : 2.2109e-04	 REL : 7.0902e-01
Training Epoch 114 finished,took current epoch 46.77s,cumulative time 5257.36s
MODEL SAVED
Learning Rate : 0.01
Epoch 115, 25%	 Loss : 4.4974e-05	 RES : 1.5742e-06	 MSE : 2.0961e-04	 REL : 7.0811e-01
Epoch 115, 50%	 Loss : 4.2224e-05	 RES : 1.5769e-06	 MSE : 1.8005e-04	 REL : 7.0042e-01
Epoch 115, 75%	 Loss : 4.6888e-05	 RES : 1.8602e-06	 MSE : 2.4201e-04	 REL : 7.2418e-01
Training Epoch 115 :	 Loss : 4.6246e-05 	 RES : 1.7603e-06	 MSE : 2.2441e-04	 REL : 7.1520e-01
Validation Epoch 115 :	 Loss : 4.6057e-05	 RES : 1.6730e-06	 MSE : 2.2106e-04	 REL : 7.0897e-01
Training Epoch 115 finished,took current epoch 45.87s,cumulative time 5303.14s
MODEL SAVED
Learning Rate : 0.01
Epoch 116, 25%	 Loss : 4.4970e-05	 RES : 1.5733e-06	 MSE : 2.0965e-04	 REL : 7.0819e-01
Epoch 116, 50%	 Loss : 4.2598e-05	 RES : 1.8122e-06	 MSE : 1.8341e-04	 REL : 7.0691e-01
Epoch 116, 75%	 Loss : 4.6931e-05	 RES : 1.8878e-06	 MSE : 2.4260e-04	 REL : 7.2506e-01
Training Epoch 116 :	 Loss : 4.6243e-05 	 RES : 1.7595e-06	 MSE : 2.2429e-04	 REL : 7.1502e-01
Validation Epoch 116 :	 Loss : 4.6053e-05	 RES : 1.6716e-06	 MSE : 2.2094e-04	 REL : 7.0879e-01
Training Epoch 116 finished,took current epoch 46.13s,cumulative time 5349.20s
MODEL SAVED
Learning Rate : 0.01
Epoch 117, 25%	 Loss : 4.4967e-05	 RES : 1.5728e-06	 MSE : 2.0954e-04	 REL : 7.0801e-01
Epoch 117, 50%	 Loss : 4.2241e-05	 RES : 1.5941e-06	 MSE : 1.8028e-04	 REL : 7.0085e-01
Epoch 117, 75%	 Loss : 4.7031e-05	 RES : 1.9471e-06	 MSE : 2.4355e-04	 REL : 7.2647e-01
Training Epoch 117 :	 Loss : 4.6239e-05 	 RES : 1.7583e-06	 MSE : 2.2428e-04	 REL : 7.1500e-01
Validation Epoch 117 :	 Loss : 4.6049e-05	 RES : 1.6724e-06	 MSE : 2.2102e-04	 REL : 7.0892e-01
Training Epoch 117 finished,took current epoch 46.02s,cumulative time 5395.19s
Learning Rate : 0.01
Epoch 118, 25%	 Loss : 4.4966e-05	 RES : 1.5727e-06	 MSE : 2.0938e-04	 REL : 7.0772e-01
Epoch 118, 50%	 Loss : 4.2263e-05	 RES : 1.6070e-06	 MSE : 1.8090e-04	 REL : 7.0207e-01
Epoch 118, 75%	 Loss : 4.6891e-05	 RES : 1.8584e-06	 MSE : 2.4166e-04	 REL : 7.2365e-01
Training Epoch 118 :	 Loss : 4.6235e-05 	 RES : 1.7562e-06	 MSE : 2.2408e-04	 REL : 7.1470e-01
Validation Epoch 118 :	 Loss : 4.6049e-05	 RES : 1.6703e-06	 MSE : 2.2080e-04	 REL : 7.0856e-01
Training Epoch 118 finished,took current epoch 46.44s,cumulative time 5441.57s
MODEL SAVED
Learning Rate : 0.01
Epoch 119, 25%	 Loss : 4.4974e-05	 RES : 1.5721e-06	 MSE : 2.0985e-04	 REL : 7.0853e-01
Epoch 119, 50%	 Loss : 4.2236e-05	 RES : 1.5880e-06	 MSE : 1.8081e-04	 REL : 7.0188e-01
Epoch 119, 75%	 Loss : 4.6845e-05	 RES : 1.8328e-06	 MSE : 2.4072e-04	 REL : 7.2225e-01
Training Epoch 119 :	 Loss : 4.6232e-05 	 RES : 1.7556e-06	 MSE : 2.2413e-04	 REL : 7.1476e-01
Validation Epoch 119 :	 Loss : 4.6043e-05	 RES : 1.6693e-06	 MSE : 2.2085e-04	 REL : 7.0864e-01
Training Epoch 119 finished,took current epoch 46.62s,cumulative time 5488.11s
MODEL SAVED
Learning Rate : 0.01
Epoch 120, 25%	 Loss : 4.4959e-05	 RES : 1.5738e-06	 MSE : 2.0923e-04	 REL : 7.0749e-01
Epoch 120, 50%	 Loss : 4.2178e-05	 RES : 1.5220e-06	 MSE : 1.7973e-04	 REL : 6.9979e-01
Epoch 120, 75%	 Loss : 4.6777e-05	 RES : 1.7745e-06	 MSE : 2.3844e-04	 REL : 7.1882e-01
Training Epoch 120 :	 Loss : 4.6227e-05 	 RES : 1.7550e-06	 MSE : 2.2389e-04	 REL : 7.1438e-01
Validation Epoch 120 :	 Loss : 4.6060e-05	 RES : 1.6904e-06	 MSE : 2.2136e-04	 REL : 7.0946e-01
Training Epoch 120 finished,took current epoch 46.18s,cumulative time 5534.26s
Learning Rate : 0.01
Epoch 121, 25%	 Loss : 4.5236e-05	 RES : 1.7487e-06	 MSE : 2.1428e-04	 REL : 7.1596e-01
Epoch 121, 50%	 Loss : 4.2327e-05	 RES : 1.6565e-06	 MSE : 1.8207e-04	 REL : 7.0432e-01
Epoch 121, 75%	 Loss : 4.6819e-05	 RES : 1.8244e-06	 MSE : 2.4006e-04	 REL : 7.2126e-01
Training Epoch 121 :	 Loss : 4.6227e-05 	 RES : 1.7535e-06	 MSE : 2.2413e-04	 REL : 7.1479e-01
Validation Epoch 121 :	 Loss : 4.6039e-05	 RES : 1.6692e-06	 MSE : 2.2086e-04	 REL : 7.0866e-01
Training Epoch 121 finished,took current epoch 46.14s,cumulative time 5580.33s
MODEL SAVED
Learning Rate : 0.01
Epoch 122, 25%	 Loss : 4.4952e-05	 RES : 1.5693e-06	 MSE : 2.0968e-04	 REL : 7.0824e-01
Epoch 122, 50%	 Loss : 4.2298e-05	 RES : 1.6416e-06	 MSE : 1.8196e-04	 REL : 7.0412e-01
Epoch 122, 75%	 Loss : 4.6808e-05	 RES : 1.8139e-06	 MSE : 2.3958e-04	 REL : 7.2054e-01
Training Epoch 122 :	 Loss : 4.6222e-05 	 RES : 1.7526e-06	 MSE : 2.2409e-04	 REL : 7.1472e-01
Validation Epoch 122 :	 Loss : 4.6037e-05	 RES : 1.6726e-06	 MSE : 2.2094e-04	 REL : 7.0879e-01
Training Epoch 122 finished,took current epoch 46.41s,cumulative time 5626.68s
Learning Rate : 0.01
Epoch 123, 25%	 Loss : 4.4957e-05	 RES : 1.5697e-06	 MSE : 2.1014e-04	 REL : 7.0901e-01
Epoch 123, 50%	 Loss : 4.2169e-05	 RES : 1.5353e-06	 MSE : 1.8043e-04	 REL : 7.0114e-01
Epoch 123, 75%	 Loss : 4.6801e-05	 RES : 1.7774e-06	 MSE : 2.3817e-04	 REL : 7.1841e-01
Training Epoch 123 :	 Loss : 4.6219e-05 	 RES : 1.7514e-06	 MSE : 2.2394e-04	 REL : 7.1449e-01
