
Epoch 0, 25%	 Loss : 1.9755e-04	 RES : 5.0620e-06	 MSE : 2.7663e-04	 REL : 8.1349e-01
Learning Rate : 0.01
Epoch 101, 25%	 Loss : 4.7580e-05	 RES : 1.0010e-07	 MSE : 3.0268e-05	 REL : 2.6909e-01
Epoch 101, 50%	 Loss : 4.4071e-05	 RES : 5.5721e-08	 MSE : 3.0841e-05	 REL : 2.8988e-01
Epoch 101, 75%	 Loss : 4.9198e-05	 RES : 8.9280e-08	 MSE : 4.6710e-05	 REL : 3.1815e-01
Training Epoch 101 :	 Loss : 4.8264e-05 	 RES : 8.3350e-08	 MSE : 3.8782e-05	 REL : 2.9370e-01
Validation Epoch 101 :	 Loss : 4.7991e-05	 RES : 5.6001e-08	 MSE : 3.3374e-05	 REL : 2.7469e-01
Training Epoch 101 finished,took current epoch 268.66s,cumulative time 27182.76s
Learning Rate : 0.01
Epoch 102, 25%	 Loss : 4.6882e-05	 RES : 6.0688e-08	 MSE : 2.9317e-05	 REL : 2.6483e-01
Epoch 102, 50%	 Loss : 4.3846e-05	 RES : 6.3047e-08	 MSE : 3.5488e-05	 REL : 3.1095e-01
Epoch 102, 75%	 Loss : 4.9055e-05	 RES : 9.5597e-08	 MSE : 4.7745e-05	 REL : 3.2166e-01
Training Epoch 102 :	 Loss : 4.8233e-05 	 RES : 8.3435e-08	 MSE : 3.8869e-05	 REL : 2.9417e-01
Validation Epoch 102 :	 Loss : 4.7765e-05	 RES : 5.9173e-08	 MSE : 3.0212e-05	 REL : 2.6132e-01
Training Epoch 102 finished,took current epoch 266.58s,cumulative time 27449.16s
Learning Rate : 0.01
Epoch 103, 25%	 Loss : 4.7186e-05	 RES : 7.4776e-08	 MSE : 2.9892e-05	 REL : 2.6741e-01
Epoch 103, 50%	 Loss : 4.3795e-05	 RES : 4.8772e-08	 MSE : 2.6502e-05	 REL : 2.6872e-01
Epoch 103, 75%	 Loss : 4.9215e-05	 RES : 8.4637e-08	 MSE : 5.5096e-05	 REL : 3.4553e-01
Training Epoch 103 :	 Loss : 4.8269e-05 	 RES : 8.4403e-08	 MSE : 3.8200e-05	 REL : 2.9162e-01
Validation Epoch 103 :	 Loss : 4.7867e-05	 RES : 6.4815e-08	 MSE : 2.8503e-05	 REL : 2.5388e-01
Training Epoch 103 finished,took current epoch 266.99s,cumulative time 27716.02s
Learning Rate : 0.01
Epoch 104, 25%	 Loss : 4.7046e-05	 RES : 6.6890e-08	 MSE : 3.0519e-05	 REL : 2.7020e-01
Epoch 104, 50%	 Loss : 4.5581e-05	 RES : 1.6327e-07	 MSE : 8.8390e-05	 REL : 4.9075e-01
Epoch 104, 75%	 Loss : 4.8851e-05	 RES : 7.9421e-08	 MSE : 4.0234e-05	 REL : 2.9527e-01
Training Epoch 104 :	 Loss : 4.8325e-05 	 RES : 8.7482e-08	 MSE : 3.9034e-05	 REL : 2.9430e-01
Validation Epoch 104 :	 Loss : 4.7663e-05	 RES : 4.7539e-08	 MSE : 2.7438e-05	 REL : 2.4902e-01
Training Epoch 104 finished,took current epoch 269.10s,cumulative time 27984.84s
MODEL SAVED
Learning Rate : 0.01
Epoch 105, 25%	 Loss : 4.6665e-05	 RES : 5.0797e-08	 MSE : 3.0671e-05	 REL : 2.7087e-01
Epoch 105, 50%	 Loss : 4.3797e-05	 RES : 5.6204e-08	 MSE : 3.2620e-05	 REL : 2.9813e-01
Epoch 105, 75%	 Loss : 4.8965e-05	 RES : 7.0113e-08	 MSE : 4.4132e-05	 REL : 3.0925e-01
Training Epoch 105 :	 Loss : 4.8172e-05 	 RES : 7.9547e-08	 MSE : 3.8110e-05	 REL : 2.9123e-01
Validation Epoch 105 :	 Loss : 4.7777e-05	 RES : 5.6660e-08	 MSE : 3.0080e-05	 REL : 2.6085e-01
Training Epoch 105 finished,took current epoch 266.71s,cumulative time 28251.43s
Learning Rate : 0.01
Epoch 106, 25%	 Loss : 4.6840e-05	 RES : 5.9056e-08	 MSE : 3.3886e-05	 REL : 2.8471e-01
Epoch 106, 50%	 Loss : 4.3641e-05	 RES : 5.7459e-08	 MSE : 3.2438e-05	 REL : 2.9729e-01
Epoch 106, 75%	 Loss : 4.9002e-05	 RES : 9.3375e-08	 MSE : 5.0419e-05	 REL : 3.3054e-01
Training Epoch 106 :	 Loss : 4.8237e-05 	 RES : 8.3747e-08	 MSE : 3.8620e-05	 REL : 2.9301e-01
Validation Epoch 106 :	 Loss : 4.7731e-05	 RES : 5.6347e-08	 MSE : 2.9174e-05	 REL : 2.5676e-01
Training Epoch 106 finished,took current epoch 267.77s,cumulative time 28519.03s
Learning Rate : 0.01
Epoch 107, 25%	 Loss : 4.6972e-05	 RES : 6.4888e-08	 MSE : 3.0897e-05	 REL : 2.7187e-01
Epoch 107, 50%	 Loss : 4.3726e-05	 RES : 6.5117e-08	 MSE : 3.3219e-05	 REL : 3.0085e-01
Epoch 107, 75%	 Loss : 4.9122e-05	 RES : 8.9802e-08	 MSE : 5.1765e-05	 REL : 3.3492e-01
Training Epoch 107 :	 Loss : 4.8178e-05 	 RES : 7.9533e-08	 MSE : 3.7565e-05	 REL : 2.8905e-01
Validation Epoch 107 :	 Loss : 4.7769e-05	 RES : 6.2237e-08	 MSE : 2.8552e-05	 REL : 2.5406e-01
Training Epoch 107 finished,took current epoch 267.78s,cumulative time 28786.65s
Learning Rate : 0.01
Epoch 108, 25%	 Loss : 4.6660e-05	 RES : 5.4812e-08	 MSE : 3.3232e-05	 REL : 2.8195e-01
Epoch 108, 50%	 Loss : 4.3905e-05	 RES : 5.6907e-08	 MSE : 2.8927e-05	 REL : 2.8075e-01
Epoch 108, 75%	 Loss : 4.9120e-05	 RES : 9.7450e-08	 MSE : 5.1046e-05	 REL : 3.3259e-01
Training Epoch 108 :	 Loss : 4.8248e-05 	 RES : 8.4190e-08	 MSE : 3.8424e-05	 REL : 2.9243e-01
Validation Epoch 108 :	 Loss : 4.7907e-05	 RES : 7.3190e-08	 MSE : 3.1558e-05	 REL : 2.6722e-01
Training Epoch 108 finished,took current epoch 266.55s,cumulative time 29053.05s
Learning Rate : 0.01
Epoch 109, 25%	 Loss : 4.6838e-05	 RES : 5.6155e-08	 MSE : 3.2401e-05	 REL : 2.7841e-01
Epoch 109, 50%	 Loss : 4.3722e-05	 RES : 5.7223e-08	 MSE : 3.6456e-05	 REL : 3.1517e-01
Epoch 109, 75%	 Loss : 4.9459e-05	 RES : 1.2305e-07	 MSE : 5.4014e-05	 REL : 3.4212e-01
Training Epoch 109 :	 Loss : 4.8153e-05 	 RES : 7.8113e-08	 MSE : 3.7040e-05	 REL : 2.8768e-01
Validation Epoch 109 :	 Loss : 4.7772e-05	 RES : 5.2424e-08	 MSE : 2.7179e-05	 REL : 2.4784e-01
Training Epoch 109 finished,took current epoch 267.02s,cumulative time 29319.91s
Learning Rate : 0.01
Epoch 110, 25%	 Loss : 4.6911e-05	 RES : 7.3757e-08	 MSE : 3.2190e-05	 REL : 2.7750e-01
Epoch 110, 50%	 Loss : 4.4203e-05	 RES : 6.4682e-08	 MSE : 2.9506e-05	 REL : 2.8354e-01
Epoch 110, 75%	 Loss : 4.9199e-05	 RES : 1.0693e-07	 MSE : 5.9275e-05	 REL : 3.5840e-01
Training Epoch 110 :	 Loss : 4.8268e-05 	 RES : 8.4824e-08	 MSE : 3.8498e-05	 REL : 2.9221e-01
Validation Epoch 110 :	 Loss : 4.8031e-05	 RES : 7.0377e-08	 MSE : 2.7649e-05	 REL : 2.5002e-01
Training Epoch 110 finished,took current epoch 267.17s,cumulative time 29586.93s
Learning Rate : 0.01
Epoch 111, 25%	 Loss : 4.6536e-05	 RES : 4.9254e-08	 MSE : 3.4025e-05	 REL : 2.8530e-01
Epoch 111, 50%	 Loss : 4.3807e-05	 RES : 6.2744e-08	 MSE : 3.0617e-05	 REL : 2.8883e-01
Epoch 111, 75%	 Loss : 4.9409e-05	 RES : 1.2074e-07	 MSE : 6.2878e-05	 REL : 3.6913e-01
Training Epoch 111 :	 Loss : 4.8113e-05 	 RES : 7.7668e-08	 MSE : 3.8222e-05	 REL : 2.9155e-01
Validation Epoch 111 :	 Loss : 4.7799e-05	 RES : 5.7214e-08	 MSE : 2.9408e-05	 REL : 2.5776e-01
Training Epoch 111 finished,took current epoch 268.17s,cumulative time 29854.93s
Learning Rate : 0.01
Epoch 112, 25%	 Loss : 4.6956e-05	 RES : 7.6388e-08	 MSE : 3.0367e-05	 REL : 2.6953e-01
Epoch 112, 50%	 Loss : 4.3480e-05	 RES : 4.5046e-08	 MSE : 2.5982e-05	 REL : 2.6607e-01
Epoch 112, 75%	 Loss : 5.0009e-05	 RES : 1.8205e-07	 MSE : 7.4535e-05	 REL : 4.0189e-01
Training Epoch 112 :	 Loss : 4.8150e-05 	 RES : 7.9703e-08	 MSE : 3.6702e-05	 REL : 2.8643e-01
Validation Epoch 112 :	 Loss : 4.7711e-05	 RES : 5.1967e-08	 MSE : 2.8293e-05	 REL : 2.5305e-01
Training Epoch 112 finished,took current epoch 268.60s,cumulative time 30123.21s
Learning Rate : 0.01
Epoch 113, 25%	 Loss : 4.7369e-05	 RES : 1.0788e-07	 MSE : 3.2023e-05	 REL : 2.7678e-01
Epoch 113, 50%	 Loss : 4.4003e-05	 RES : 7.5637e-08	 MSE : 4.5684e-05	 REL : 3.5281e-01
Epoch 113, 75%	 Loss : 4.9115e-05	 RES : 7.8410e-08	 MSE : 4.7629e-05	 REL : 3.2126e-01
Training Epoch 113 :	 Loss : 4.8148e-05 	 RES : 7.9665e-08	 MSE : 3.7846e-05	 REL : 2.9007e-01
Validation Epoch 113 :	 Loss : 4.7856e-05	 RES : 6.1981e-08	 MSE : 3.1027e-05	 REL : 2.6495e-01
Training Epoch 113 finished,took current epoch 266.78s,cumulative time 30389.86s
Learning Rate : 0.01
Epoch 114, 25%	 Loss : 4.7089e-05	 RES : 7.6063e-08	 MSE : 3.0137e-05	 REL : 2.6851e-01
Epoch 114, 50%	 Loss : 4.3537e-05	 RES : 4.9567e-08	 MSE : 2.6814e-05	 REL : 2.7030e-01
Epoch 114, 75%	 Loss : 4.9300e-05	 RES : 1.2109e-07	 MSE : 6.1776e-05	 REL : 3.6588e-01
Training Epoch 114 :	 Loss : 4.8145e-05 	 RES : 7.9773e-08	 MSE : 3.6682e-05	 REL : 2.8596e-01
Validation Epoch 114 :	 Loss : 4.7679e-05	 RES : 4.9746e-08	 MSE : 2.8883e-05	 REL : 2.5556e-01
Training Epoch 114 finished,took current epoch 267.97s,cumulative time 30657.65s
Learning Rate : 0.01
Epoch 115, 25%	 Loss : 4.6815e-05	 RES : 7.0895e-08	 MSE : 3.2628e-05	 REL : 2.7938e-01
Epoch 115, 50%	 Loss : 4.3492e-05	 RES : 5.1915e-08	 MSE : 2.5251e-05	 REL : 2.6230e-01
Epoch 115, 75%	 Loss : 5.0441e-05	 RES : 2.1417e-07	 MSE : 6.8834e-05	 REL : 3.8622e-01
Training Epoch 115 :	 Loss : 4.8152e-05 	 RES : 7.9942e-08	 MSE : 3.6821e-05	 REL : 2.8695e-01
Validation Epoch 115 :	 Loss : 4.7775e-05	 RES : 5.1284e-08	 MSE : 2.8511e-05	 REL : 2.5382e-01
Training Epoch 115 finished,took current epoch 267.63s,cumulative time 30925.11s
Learning Rate : 0.01
Epoch 116, 25%	 Loss : 4.6241e-05	 RES : 4.1912e-08	 MSE : 2.8844e-05	 REL : 2.6268e-01
Epoch 116, 50%	 Loss : 4.3187e-05	 RES : 3.8141e-08	 MSE : 2.4119e-05	 REL : 2.5635e-01
Epoch 116, 75%	 Loss : 4.8174e-05	 RES : 4.2874e-08	 MSE : 2.9567e-05	 REL : 2.5312e-01
Training Epoch 116 :	 Loss : 4.7360e-05 	 RES : 4.3277e-08	 MSE : 2.8508e-05	 REL : 2.5436e-01
Validation Epoch 116 :	 Loss : 4.7356e-05	 RES : 4.3229e-08	 MSE : 2.8546e-05	 REL : 2.5399e-01
Training Epoch 116 finished,took current epoch 267.37s,cumulative time 31192.19s
MODEL SAVED
Learning Rate : 0.001
Epoch 117, 25%	 Loss : 4.6220e-05	 RES : 4.1440e-08	 MSE : 2.8382e-05	 REL : 2.6057e-01
Epoch 117, 50%	 Loss : 4.3179e-05	 RES : 3.7950e-08	 MSE : 2.4464e-05	 REL : 2.5818e-01
Epoch 117, 75%	 Loss : 4.8161e-05	 RES : 4.2735e-08	 MSE : 2.9545e-05	 REL : 2.5303e-01
Training Epoch 117 :	 Loss : 4.7341e-05 	 RES : 4.2842e-08	 MSE : 2.8408e-05	 REL : 2.5393e-01
Validation Epoch 117 :	 Loss : 4.7358e-05	 RES : 4.3369e-08	 MSE : 2.8049e-05	 REL : 2.5176e-01
Training Epoch 117 finished,took current epoch 267.31s,cumulative time 31459.34s
Learning Rate : 0.001
Epoch 118, 25%	 Loss : 4.6222e-05	 RES : 4.2040e-08	 MSE : 2.9769e-05	 REL : 2.6686e-01
Epoch 118, 50%	 Loss : 4.3169e-05	 RES : 3.7488e-08	 MSE : 2.4056e-05	 REL : 2.5602e-01
Epoch 118, 75%	 Loss : 4.8149e-05	 RES : 4.2571e-08	 MSE : 2.8995e-05	 REL : 2.5066e-01
Training Epoch 118 :	 Loss : 4.7337e-05 	 RES : 4.2776e-08	 MSE : 2.8395e-05	 REL : 2.5386e-01
Validation Epoch 118 :	 Loss : 4.7351e-05	 RES : 4.3081e-08	 MSE : 2.7926e-05	 REL : 2.5120e-01
Training Epoch 118 finished,took current epoch 267.51s,cumulative time 31726.57s
MODEL SAVED
Learning Rate : 0.001
Epoch 119, 25%	 Loss : 4.6225e-05	 RES : 4.2117e-08	 MSE : 3.0021e-05	 REL : 2.6799e-01
Epoch 119, 50%	 Loss : 4.3161e-05	 RES : 3.7155e-08	 MSE : 2.3737e-05	 REL : 2.5431e-01
Epoch 119, 75%	 Loss : 4.8143e-05	 RES : 4.2481e-08	 MSE : 2.9283e-05	 REL : 2.5190e-01
Training Epoch 119 :	 Loss : 4.7332e-05 	 RES : 4.2658e-08	 MSE : 2.8325e-05	 REL : 2.5356e-01
Validation Epoch 119 :	 Loss : 4.7342e-05	 RES : 4.2847e-08	 MSE : 2.8156e-05	 REL : 2.5222e-01
Training Epoch 119 finished,took current epoch 267.93s,cumulative time 31994.17s
MODEL SAVED
Learning Rate : 0.001
Epoch 120, 25%	 Loss : 4.6227e-05	 RES : 4.2552e-08	 MSE : 3.0286e-05	 REL : 2.6917e-01
Epoch 120, 50%	 Loss : 4.3164e-05	 RES : 3.7187e-08	 MSE : 2.3744e-05	 REL : 2.5435e-01
Epoch 120, 75%	 Loss : 4.8148e-05	 RES : 4.2854e-08	 MSE : 2.9851e-05	 REL : 2.5433e-01
Training Epoch 120 :	 Loss : 4.7330e-05 	 RES : 4.2611e-08	 MSE : 2.8310e-05	 REL : 2.5349e-01
Validation Epoch 120 :	 Loss : 4.7332e-05	 RES : 4.2537e-08	 MSE : 2.8257e-05	 REL : 2.5269e-01
Training Epoch 120 finished,took current epoch 267.21s,cumulative time 32261.05s
MODEL SAVED
Learning Rate : 0.001
Epoch 121, 25%	 Loss : 4.6222e-05	 RES : 4.2061e-08	 MSE : 2.9605e-05	 REL : 2.6612e-01
Epoch 121, 50%	 Loss : 4.3162e-05	 RES : 3.7115e-08	 MSE : 2.3512e-05	 REL : 2.5310e-01
Epoch 121, 75%	 Loss : 4.8152e-05	 RES : 4.3143e-08	 MSE : 2.9691e-05	 REL : 2.5366e-01
Training Epoch 121 :	 Loss : 4.7327e-05 	 RES : 4.2566e-08	 MSE : 2.8289e-05	 REL : 2.5338e-01
Validation Epoch 121 :	 Loss : 4.7329e-05	 RES : 4.2536e-08	 MSE : 2.8330e-05	 REL : 2.5302e-01
Training Epoch 121 finished,took current epoch 267.54s,cumulative time 32528.24s
MODEL SAVED
Learning Rate : 0.001
Epoch 122, 25%	 Loss : 4.6223e-05	 RES : 4.1623e-08	 MSE : 2.8917e-05	 REL : 2.6301e-01
Epoch 122, 50%	 Loss : 4.3157e-05	 RES : 3.7059e-08	 MSE : 2.3207e-05	 REL : 2.5146e-01
Epoch 122, 75%	 Loss : 4.8153e-05	 RES : 4.3168e-08	 MSE : 2.9428e-05	 REL : 2.5253e-01
Training Epoch 122 :	 Loss : 4.7325e-05 	 RES : 4.2574e-08	 MSE : 2.8321e-05	 REL : 2.5351e-01
Validation Epoch 122 :	 Loss : 4.7327e-05	 RES : 4.2694e-08	 MSE : 2.8498e-05	 REL : 2.5380e-01
Training Epoch 122 finished,took current epoch 267.42s,cumulative time 32795.51s
Learning Rate : 0.001
Epoch 123, 25%	 Loss : 4.6223e-05	 RES : 4.1676e-08	 MSE : 2.8342e-05	 REL : 2.6038e-01
Epoch 123, 50%	 Loss : 4.3152e-05	 RES : 3.6945e-08	 MSE : 2.3545e-05	 REL : 2.5328e-01
Epoch 123, 75%	 Loss : 4.8144e-05	 RES : 4.2579e-08	 MSE : 2.9302e-05	 REL : 2.5199e-01
Training Epoch 123 :	 Loss : 4.7324e-05 	 RES : 4.2639e-08	 MSE : 2.8338e-05	 REL : 2.5360e-01
Validation Epoch 123 :	 Loss : 4.7334e-05	 RES : 4.3192e-08	 MSE : 2.8608e-05	 REL : 2.5429e-01
Training Epoch 123 finished,took current epoch 266.21s,cumulative time 33061.56s
Learning Rate : 0.001
Epoch 124, 25%	 Loss : 4.6225e-05	 RES : 4.2371e-08	 MSE : 2.7087e-05	 REL : 2.5455e-01
Epoch 124, 50%	 Loss : 4.3155e-05	 RES : 3.7037e-08	 MSE : 2.3691e-05	 REL : 2.5407e-01
Epoch 124, 75%	 Loss : 4.8146e-05	 RES : 4.2272e-08	 MSE : 2.9765e-05	 REL : 2.5397e-01
Training Epoch 124 :	 Loss : 4.7323e-05 	 RES : 4.2736e-08	 MSE : 2.8408e-05	 REL : 2.5390e-01
Validation Epoch 124 :	 Loss : 4.7330e-05	 RES : 4.3101e-08	 MSE : 2.8211e-05	 REL : 2.5252e-01
Training Epoch 124 finished,took current epoch 267.17s,cumulative time 33328.59s
Learning Rate : 0.001
Epoch 125, 25%	 Loss : 4.6231e-05	 RES : 4.2872e-08	 MSE : 2.7582e-05	 REL : 2.5687e-01
Epoch 125, 50%	 Loss : 4.3156e-05	 RES : 3.6926e-08	 MSE : 2.3709e-05	 REL : 2.5417e-01
Epoch 125, 75%	 Loss : 4.8151e-05	 RES : 4.2365e-08	 MSE : 2.9867e-05	 REL : 2.5441e-01
Training Epoch 125 :	 Loss : 4.7323e-05 	 RES : 4.2838e-08	 MSE : 2.8498e-05	 REL : 2.5432e-01
Validation Epoch 125 :	 Loss : 4.7320e-05	 RES : 4.2289e-08	 MSE : 2.7941e-05	 REL : 2.5129e-01
Training Epoch 125 finished,took current epoch 266.68s,cumulative time 33595.01s
MODEL SAVED
Learning Rate : 0.001
Epoch 126, 25%	 Loss : 4.6239e-05	 RES : 4.3882e-08	 MSE : 2.7694e-05	 REL : 2.5739e-01
Epoch 126, 50%	 Loss : 4.3152e-05	 RES : 3.6872e-08	 MSE : 2.3759e-05	 REL : 2.5443e-01
Epoch 126, 75%	 Loss : 4.8144e-05	 RES : 4.2169e-08	 MSE : 2.9559e-05	 REL : 2.5309e-01
Training Epoch 126 :	 Loss : 4.7319e-05 	 RES : 4.2740e-08	 MSE : 2.8437e-05	 REL : 2.5403e-01
Validation Epoch 126 :	 Loss : 4.7322e-05	 RES : 4.2302e-08	 MSE : 2.8114e-05	 REL : 2.5204e-01
Training Epoch 126 finished,took current epoch 266.12s,cumulative time 33860.99s
Learning Rate : 0.001
Epoch 127, 25%	 Loss : 4.6245e-05	 RES : 4.5241e-08	 MSE : 2.7031e-05	 REL : 2.5429e-01
Epoch 127, 50%	 Loss : 4.3147e-05	 RES : 3.6924e-08	 MSE : 2.3866e-05	 REL : 2.5500e-01
Epoch 127, 75%	 Loss : 4.8141e-05	 RES : 4.1965e-08	 MSE : 2.9454e-05	 REL : 2.5264e-01
Training Epoch 127 :	 Loss : 4.7318e-05 	 RES : 4.2790e-08	 MSE : 2.8478e-05	 REL : 2.5420e-01
Validation Epoch 127 :	 Loss : 4.7316e-05	 RES : 4.2199e-08	 MSE : 2.8128e-05	 REL : 2.5211e-01
Training Epoch 127 finished,took current epoch 266.83s,cumulative time 34127.52s
MODEL SAVED
Learning Rate : 0.001
Epoch 128, 25%	 Loss : 4.6241e-05	 RES : 4.4637e-08	 MSE : 2.7403e-05	 REL : 2.5604e-01
Epoch 128, 50%	 Loss : 4.3145e-05	 RES : 3.6739e-08	 MSE : 2.3653e-05	 REL : 2.5386e-01
Epoch 128, 75%	 Loss : 4.8135e-05	 RES : 4.1935e-08	 MSE : 2.9514e-05	 REL : 2.5290e-01
Training Epoch 128 :	 Loss : 4.7315e-05 	 RES : 4.2733e-08	 MSE : 2.8446e-05	 REL : 2.5406e-01
Validation Epoch 128 :	 Loss : 4.7315e-05	 RES : 4.2208e-08	 MSE : 2.8013e-05	 REL : 2.5159e-01
Training Epoch 128 finished,took current epoch 266.61s,cumulative time 34394.00s
Learning Rate : 0.001
Epoch 129, 25%	 Loss : 4.6247e-05	 RES : 4.5013e-08	 MSE : 2.7479e-05	 REL : 2.5639e-01
Epoch 129, 50%	 Loss : 4.3146e-05	 RES : 3.6713e-08	 MSE : 2.3782e-05	 REL : 2.5455e-01
Epoch 129, 75%	 Loss : 4.8128e-05	 RES : 4.1906e-08	 MSE : 2.9519e-05	 REL : 2.5292e-01
Training Epoch 129 :	 Loss : 4.7313e-05 	 RES : 4.2711e-08	 MSE : 2.8435e-05	 REL : 2.5402e-01
Validation Epoch 129 :	 Loss : 4.7313e-05	 RES : 4.2177e-08	 MSE : 2.8063e-05	 REL : 2.5182e-01
Training Epoch 129 finished,took current epoch 267.10s,cumulative time 34660.84s
MODEL SAVED
Learning Rate : 0.001
Epoch 130, 25%	 Loss : 4.6246e-05	 RES : 4.5403e-08	 MSE : 2.7262e-05	 REL : 2.5538e-01
Epoch 130, 50%	 Loss : 4.3145e-05	 RES : 3.6733e-08	 MSE : 2.3733e-05	 REL : 2.5429e-01
Epoch 130, 75%	 Loss : 4.8126e-05	 RES : 4.1920e-08	 MSE : 2.9515e-05	 REL : 2.5290e-01
Training Epoch 130 :	 Loss : 4.7311e-05 	 RES : 4.2702e-08	 MSE : 2.8410e-05	 REL : 2.5391e-01
Validation Epoch 130 :	 Loss : 4.7309e-05	 RES : 4.2141e-08	 MSE : 2.7767e-05	 REL : 2.5049e-01
Training Epoch 130 finished,took current epoch 266.39s,cumulative time 34926.90s
MODEL SAVED
Learning Rate : 0.001
Epoch 131, 25%	 Loss : 4.6254e-05	 RES : 4.6615e-08	 MSE : 2.7467e-05	 REL : 2.5633e-01
Epoch 131, 50%	 Loss : 4.3149e-05	 RES : 3.6932e-08	 MSE : 2.3738e-05	 REL : 2.5432e-01
Epoch 131, 75%	 Loss : 4.8125e-05	 RES : 4.1884e-08	 MSE : 2.9523e-05	 REL : 2.5293e-01
Training Epoch 131 :	 Loss : 4.7308e-05 	 RES : 4.2689e-08	 MSE : 2.8410e-05	 REL : 2.5391e-01
Validation Epoch 131 :	 Loss : 4.7306e-05	 RES : 4.1987e-08	 MSE : 2.7717e-05	 REL : 2.5027e-01
Training Epoch 131 finished,took current epoch 265.34s,cumulative time 35191.97s
MODEL SAVED
Learning Rate : 0.001
Epoch 132, 25%	 Loss : 4.6252e-05	 RES : 4.6697e-08	 MSE : 2.7493e-05	 REL : 2.5646e-01
Epoch 132, 50%	 Loss : 4.3148e-05	 RES : 3.6829e-08	 MSE : 2.3546e-05	 REL : 2.5329e-01
Epoch 132, 75%	 Loss : 4.8121e-05	 RES : 4.1853e-08	 MSE : 2.9571e-05	 REL : 2.5314e-01
Training Epoch 132 :	 Loss : 4.7306e-05 	 RES : 4.2673e-08	 MSE : 2.8423e-05	 REL : 2.5396e-01
Validation Epoch 132 :	 Loss : 4.7304e-05	 RES : 4.1926e-08	 MSE : 2.7838e-05	 REL : 2.5081e-01
Training Epoch 132 finished,took current epoch 266.08s,cumulative time 35457.77s
MODEL SAVED
Learning Rate : 0.001
Epoch 133, 25%	 Loss : 4.6244e-05	 RES : 4.6035e-08	 MSE : 2.7245e-05	 REL : 2.5530e-01
Epoch 133, 50%	 Loss : 4.3143e-05	 RES : 3.6618e-08	 MSE : 2.3490e-05	 REL : 2.5299e-01
Epoch 133, 75%	 Loss : 4.8123e-05	 RES : 4.1858e-08	 MSE : 2.9658e-05	 REL : 2.5351e-01
Training Epoch 133 :	 Loss : 4.7303e-05 	 RES : 4.2586e-08	 MSE : 2.8391e-05	 REL : 2.5383e-01
Validation Epoch 133 :	 Loss : 4.7303e-05	 RES : 4.1864e-08	 MSE : 2.7919e-05	 REL : 2.5118e-01
Training Epoch 133 finished,took current epoch 267.25s,cumulative time 35724.76s
MODEL SAVED
Learning Rate : 0.001
Epoch 134, 25%	 Loss : 4.6238e-05	 RES : 4.5960e-08	 MSE : 2.7504e-05	 REL : 2.5651e-01
Epoch 134, 50%	 Loss : 4.3147e-05	 RES : 3.6757e-08	 MSE : 2.3743e-05	 REL : 2.5435e-01
Epoch 134, 75%	 Loss : 4.8117e-05	 RES : 4.1787e-08	 MSE : 2.9555e-05	 REL : 2.5307e-01
Training Epoch 134 :	 Loss : 4.7301e-05 	 RES : 4.2563e-08	 MSE : 2.8384e-05	 REL : 2.5380e-01
Validation Epoch 134 :	 Loss : 4.7302e-05	 RES : 4.1844e-08	 MSE : 2.7801e-05	 REL : 2.5065e-01
Training Epoch 134 finished,took current epoch 266.46s,cumulative time 35990.98s
MODEL SAVED
Learning Rate : 0.001
Epoch 135, 25%	 Loss : 4.6230e-05	 RES : 4.5812e-08	 MSE : 2.7286e-05	 REL : 2.5549e-01
Epoch 135, 50%	 Loss : 4.3145e-05	 RES : 3.6797e-08	 MSE : 2.3792e-05	 REL : 2.5461e-01
Epoch 135, 75%	 Loss : 4.8116e-05	 RES : 4.1766e-08	 MSE : 2.9516e-05	 REL : 2.5291e-01
Training Epoch 135 :	 Loss : 4.7298e-05 	 RES : 4.2524e-08	 MSE : 2.8385e-05	 REL : 2.5380e-01
Validation Epoch 135 :	 Loss : 4.7300e-05	 RES : 4.1812e-08	 MSE : 2.7818e-05	 REL : 2.5073e-01
Training Epoch 135 finished,took current epoch 266.02s,cumulative time 36256.69s
MODEL SAVED
Learning Rate : 0.001
Epoch 136, 25%	 Loss : 4.6231e-05	 RES : 4.5398e-08	 MSE : 2.7280e-05	 REL : 2.5546e-01
Epoch 136, 50%	 Loss : 4.3140e-05	 RES : 3.6904e-08	 MSE : 2.3684e-05	 REL : 2.5403e-01
Epoch 136, 75%	 Loss : 4.8114e-05	 RES : 4.1760e-08	 MSE : 2.9661e-05	 REL : 2.5353e-01
Training Epoch 136 :	 Loss : 4.7296e-05 	 RES : 4.2520e-08	 MSE : 2.8390e-05	 REL : 2.5382e-01
Validation Epoch 136 :	 Loss : 4.7297e-05	 RES : 4.1756e-08	 MSE : 2.7890e-05	 REL : 2.5105e-01
Training Epoch 136 finished,took current epoch 266.29s,cumulative time 36522.71s
MODEL SAVED
Learning Rate : 0.001
Epoch 137, 25%	 Loss : 4.6235e-05	 RES : 4.6651e-08	 MSE : 2.7250e-05	 REL : 2.5532e-01
Epoch 137, 50%	 Loss : 4.3144e-05	 RES : 3.6887e-08	 MSE : 2.3652e-05	 REL : 2.5386e-01
Epoch 137, 75%	 Loss : 4.8109e-05	 RES : 4.1641e-08	 MSE : 2.9470e-05	 REL : 2.5271e-01
Training Epoch 137 :	 Loss : 4.7293e-05 	 RES : 4.2458e-08	 MSE : 2.8374e-05	 REL : 2.5374e-01
